CO_CNES;NO_RAZAO_SOCIAL;NO_FANTASIA;CO_ESTADO_GESTOR;CO_MUNICIPIO_GESTOR;NU_LATITUDE;NU_LONGITUDE
7914172;FELIX ARAUJO E SILVA LTDA;IMUNOCLINICA VACINAS;12;120040;-996.210;-6.781.002
7938594;MUNICIPIO DE RIO BRANCO;USF ROZANGELA PIMENTEL II;12;120040;-9.975;-67.81
9907343;RICARDO T DE ANDRADE EIRELI;ENDOCRINIC;12;120040;-995.855;-6.781.335
9411658;ROBERTO BARROS JUNIOR;CONSULTORIO ODONTOLOGICO BEBETO JUNIOR;12;120040;-997.208;-6.783.436
9419926;ACURACIA SERVICOS MEDICOS LTDA;CLINICA SILVESTRE SANTE;12;120040;-9.965.128;-67.841.474
2863456;VANDREA C TOMAS;CLIGO CLINICA DE GENECOLOGIA E OBSTTRIA SAUDE DA MULHER;12;120040;-996.063;-6.780.910
2865874;SECRETARIA DE ESTADO DE SAUDE DO ACRE;LABORATORIO DE FRONTEIRA DO JURUA LAFRON JURUA;12;120020;-76.130.334;-726.860.029
2947102;ACADEMIA DE SAUDE TARAUACA;ACADEMIA DE SAUDE JOSE LEONCIO;12;120060;-81.509.796;-707.815.433
2947129;ACADEMIA DE SAUDE;ACADEMIA DE SAUDE MARILIA VIEIRA;12;120060;-81.719.517;-706.831.767
9693580;M L L DA SILVA;MLELIA CLINICA DE PSICOLOGIA;12;120040;-99.759.673;-67.809.368
9679189;MUNICIPIO DE CAPIXABA;FARMACIA PUBLICA CENTRAL;12;120017;-1.057.441.191.777.760;-676.767.897.605.896
9876863;G W VILHAMOR JUNIOR LTDA;GUIDO VILHAMOR CIRURGIA PLASTICA;12;120040;-996.096;-6.781.495
2000369;PREFEITURA MUNICIPAL DE CRUZEIRO DO SUL;UNIDADE DA SAUDE DA FAM JOSE MATHEUS ARNALDO DOS SANTOS;12;120020;-7.640.688.237.665.040;-7.266.207.218.170.160
2001659;SECRETARIA DE ESTADO DE SAUDE;ESCOLA JOAO MARIANO DA SILVA;12;120040;-996.538;-6.781.114
2002485;MUNICIPIO DE RIO BRANCO;PACS RURAL I;12;120040;-9.975;-67.81
6091776;FERNANDA LAGE LIMA DANTAS;FERNANDA LAGE;12;120040;-996.361;-6.781.747
3331814;PREFEITURA MUNICIPAL DE RIO BRANCO;USF MARIA BARROSO DA SILVA III;12;120040;-9.975;-67.81
7628358;ALIRIO WANDERLEY NETO;ORAL ORTO CLIN;12;120040;-996.992;-6.780.280
9876871;MED CENTRO EIRELI;MED CENTRO;12;120040;-9.974.739;-6.780.762
9890777;AF CIRURGIA PLASTICA SOCIEDADE LTDA;A F CIRURGIA PLASTICA;12;120040;-105.445.768;-676.731.913
0073547;UNIAO MEDICINA INTEGRADA LTDA;CLINICA MEDEIROS;12;120040;-996.324;-6.781.102
0664030;CLAUDIA SENA DE PADUA;CLAUDIA SENA DE PADUA;12;120040;-9.934.623;-67.817.863
0837725;J CRUZ LTDA;FARMACIA DO CONSUMIDOR V;12;120040;-997.557;-6.782.639
9872159;RUBIA FERNANDA REBEIRO SAAB;CLINICA DE PSICOLOGIA E NEUROPSICOLOGIA FERNANDA SAAB;12;120040;-994.472;-6.782.014
0440574;HM SERVICOS MEDICOS LTDA;INSTITUTO VASCULAR DR MILITAO;12;120040;-996.392;-6.784.986
0371084;ANA PAULA PEREIRA DE OLIVEIRA;ANA PAULA PEREIRA DE OLIVEIRA;12;120040;-996.597;-6.781.423
0398632;EMANUELE RIBEIRO KAWADA;EMANUELE RIBEIRO KAWADA;12;120040;-996.089;-6.781.497
9977082;K C S CLINICA PEDIATRICA LTDA;CRESCENDO COM AMOR;12;120040;-997.098;-6.782.464
0197599;CENTRAL MUNICIPAL DE REDE DE FRIOS;CENTRAL MUNICIPAL DE REDE DE FRIOS;12;120020;-76.254.667;-726.767.211
9960996;ORTOPEDI SERVICOS MEDICOS LTDA;ORTOPEDI;12;120040;-99.704.563;-678.287.129
0271446;MUNICIPIO DE SENADOR GUIOMARD;CENTRAL MUNICIPAL DE REDE DE FRIO CMRF;12;120045;-10.151.352.132.095.700;-6.773.830.890.655.510
9347402;MIKHAIL LESSA PEREIRA;MIKHAIL LESSA PEREIRA;12;120040;-99.279;-6.781.132
2893061;RAFAEL TEIXEIRA PINTO;RAFAEL TEIXEIRA PINTO;12;120040;-9.960.799;-67.814.541
2938111;FONSECA E FONSECA LTDA;ACREMED SERVICOS EM SAUDE;12;120040;-99.626.339;-678.138.159
2851520;J L SERVICOS MEDICOS LTDA;MEDICAL AC;12;120040;-995.714;-67.823.343
2858614;MARION VIRGINIA YUMI YOMURA;MARION VIRGINIA YUMI YOMURA;12;120040;-99.650.672;-678.148.229
0766844;HOSPITAL SAO PEDRO LTDA;HOSPITAL SAO PEDRO;12;120040;-9.962.248;-67.812.227
0736198;DANIELLY MOREIRA GONCALVES;DANIELLY MOREIRA GONCALVES;12;120040;-995.687;-6.780.078
0645745;ORTOTRAUMA CLINICA MEDICA DE ORTOPEDIA E TRAUMATOLOGIA LTDA;ORTOTRAUMA CLINICA MEDICA;12;120040;-996.040;-6.781.544
2986787;MUNICIPIO DE RIO BRANCO;POLO ACADEMIA DA SAUDE INTERMEDIARIA BOA VISTA SOBRAL;12;120040;-100.062.802;-677.907.273
2972255;ADRIANA MARINHO PEREIRA DAPONT;ADRIANA MARINHO PEREIRA DAPONT;12;120040;-9.957.182;-678.210.202
2983036;A G C SALES LTDA;CARACIOLO ODONTO;12;120040;-997.028;-6.780.309
2987287;MUNICIPIO DE RIO BRANCO;POLO ACADEMIA DA SAUDE INTERMEDIARIA CIDADE DO POVO;12;120040;-100.240.207;-677.594.259
2965941;DISTRITO SANITARIO ESPECIAL DE SAUDE INDIGENA ALTO PURUS;POLO BASE DE MANOEL URBANO;12;120034;-8.838.597.920.995.930;-6.925.961.494.445.800
2964228;INSTITUTO OTORHINUS ESPECIALIDADES EIRELI;INSTITUTO OTORHINUS ESPECIALIDADES EIRELI;12;120040;-996.067;-6.781.055
2954931;J LOPES LTDA;CLINICA POPULAR SAO FRANCISCO;12;120040;-99.512.629;-678.034.933
4031733;CENTRO DE DIAGNOSTICO POR IMAGEM LTDA;LABIMAGEM;12;120020;-7.606.782;-72.681.287
2962055;SERVICO DE ANESTESIA E CONTROLE DA DOR DO ACRE SOCIEDADE SIM;SECURITY HEALTH ANESTESIA;12;120040;-99.569.548;-678.205.052
3076407;MUNICIPIO DE TARAUACA;CENTRO DE ESPECIALIDADES AO AUTISMO;12;120060;-8.373.839;-70.373.839
6249256;SECRETARIA DE ESTADO DE SAUDE;LABORATORIO DE FRONTEIRA DE BRASILEIA;12;120010;-11.015.740.722;-6.874.872.922
0799963;CLIMED LTDA;LABHORUS;12;120045;-1.015.659.028;-677.286.958
0784079;P S DE ALMEIDA LTDA;CLINICA DA FAMILIA;12;120040;-997.148;-6.781.482
0807869;R M KATO LTDA;R M KATO;12;120040;-995.995;-6.781.478
0773018;OBRAS SOCIAIS DA DIOCESE DE RIO BRANCO;COMUNIDADE ARCO IRIS;12;120040;-993.530.969.602.459;-6.782.654.285.430.900
9320792;A A MEZERHANE ME;ESPACO SER;12;120040;-996.347;-6.781.680
9338748;MEDLAB RIO BRANCO LTDA;MEDLAB;12;120040;-996.328;-6.781.538
9421548;PREFEITURA MUNICIPAL DE SENA MADUEIRA;FARMACIA MUNICIPAL AGUINALDO FERREIRA CHAVES;12;120050;-9.068.396.469.953.670;-6.865.537.762.641.900
7607652;RIO BRANCO AEROTAXI LTDA;RIO BRANCO AEROTAXI;12;120040;-9.975;-67.81
7617437;PREFEITURA DE SENA MADUREIRA;UNIDADE BASICA DE SAUDE COSMO GEBER;12;120050;-9.170.804;-68.293.823
7617488;PREFEITURA DE SENA MADUREIRA;UNIDADE BASICA DE SAUDE RECIFE;12;120050;-986.760.449.692.316;-6.887.663.841.247.550
7617496;PREFEITURA DE SENA MADUREIRA;UNIDADE BASICA DE SAUDE ALDA SIQUEIRA;12;120050;-912.650.387.916.949;-689.501.953.125
7617852;PREFEITURA DE SENA MADUREIRA;UNIDADE BASICA DE SAUDE JOVILIO ALVES;12;120050;-9.046.157.432.482.630;-6.864.824.295.043.940
9708642;MUNICIPIO DE RIO BRANCO;AMBULATORIO INTEGRADO DE ENSINO;12;120040;-995.528;-6.781.493
9828915;UNIDADE ODONTOLOGICA MOVEL UOM;UNIDADE ODONTOLOGICA MOVEL;12;120020;-7.619.250.405.524.920;-7.267.625.570.297.240
7528272;OLIVEIRA SILVA SOCIEDADE SIMPLES;MASTOCLIN;12;120040;-996.217;-6.784.866
9887075;O C DE AGUIAR NUNES EIRELI;DRA ODETTE CASTRO DE AGUIAR NUNES;12;120040;-9.975;-67.81
9981985;VIDA INTIMA SERVICOS EM GINECOLOGIA E OBSTETRICIA LTDA;VIDA INTIMA SERVICOS EM GINECOLOGIA E OBSTETRICIA;12;120040;-996.104;-6.781.586
0062464;R DA SILVA FERNANDES EIRELI;FERNANDES ODONTO;12;120040;-997.400;-6.780.725
0073628;CVB SERVICOS MEDICOS LTDA;CVB SERVICOS MEDICOS;12;120040;-995.649;-6.781.486
7560877;PREFEITURA MUNICIPAL DE MANUEL URBANO;ACADEMIA DE SAUDE;12;120034;-88.373.163;-692.627.849
7550871;PREFEITURA MUNICIPAL DE SANTA ROSA DO PURUS;ACADEMIA DE SANTA ROSA DO PURUS;12;120043;-9.435.811.322.188.850;-7.049.263.715.744.010
7863012;JORDEANE OLIVEIRA DA SILVA;CLINICA SERIMAGEM;12;120040;;
7565089;PREFEITURA MUNICIPAL DE RIO BRANCO;USF MARIA DE JESUS III;12;120040;-9.975;-67.81
7557892;RODRIGO RODRIGUES MARIANO;RODRIGO RODRIGUES MARIANO;12;120040;-996.663;-6.781.321
7562802;MARCOS VINICIUS DIGIGOV SANTANA;MARCOS VINICIUS DIGIGOV SANTANA;12;120040;;
7565534;MUNICIPIO DE RIO BRANCO;USF LUANA FREITAS;12;120040;-9.980.621;-67.809.698
7565747;MUNICIPIO DE RIO BRANCO;USF LUANA FREITAS II;12;120040;-9.975;-67.81
9670742;KAIO C DA SILVA ALENCAR;DENTISTA A DR KAIO ALENCAR;12;120040;-997.854;-6.784.059
7639805;M M A DOS SANTOS;LABORATORIO DE ANALISES CLINICAS MANOEL ALVES;12;120070;-10.651.809;-68.499.437
7362161;DISTRITO SANITARIO ESPECIAL DE SAUDE INDIGENA ALTO RIO PURUS;POLO BASE DE MANOEL URBANO;12;120034;;
7649746;LABORATORIO VIDA E SAUDE;M R S MARINHO ME;12;120040;-994.104;-6.782.174
7653158;VIANA CLIN LTDA;VIANA CLIN;12;120040;-997.203;-6.781.441
7652844;PREFEITURA MUNICIPAL DE XAPURI;FARMACIA CENTRAL DE XAPURI;12;120070;-10.654.536.988.226.300;-6.850.242.076.107.280
2937972;EDUARDO OVIDIO BORGES DE VELLOSO VIANNA;EDUARDO OVIDIO BORGES DE VELLOSO VIANNA;12;120040;-995.805;-6.782.385
2937425;MUNICIPIO DE CRUZEIRO DO SUL;CENTRO DE ATENCAO ESPECIALIZADO;12;120020;-7.631.309.318.328.440;-7.266.537.666.320.800
0115312;SECRETARIA DE ESTADO DE SAUDE;CENTRAL REGIONAL CENTRAL DE ARMAZENAGEM E DISTRIBUICAO ALT;12;120010;-110.156.354;-68.751.604
0128619;SECRETARIA DE ESTADO DE SAUDE;CER III FREI PAOLINO BALDASSARI;12;120040;-9.962.053;-67.859.126
9301984;MUNICIPIO DE CRUZEIRO DO SUL;VIGILANCIA ENTOMOLOGICA;12;120020;-75.901.970.283.164.400;-7.273.350.477.218.620
9309535;MUNICIPIO DE SENA MADUREIRA;SAUDE PRISIONAL TENENTE ITAMAR PASCOAL;12;120050;-9.079.488.986.257.380;-6.867.109.537.124.630
9460020;PREFEITURA MUNICIPAL DE SENA MADUREIRA;NUCLEO DE COMBATE AS ENDEMIAS;12;120050;-9.069.805.566.969.970;-6.866.457.223.892.210
9417702;CLINICA ALVES VIANNA LTDA ME;ESPACO SAUDE;12;120060;-8.262.728;-70.262.728
9296042;PREFEITURA MUNICIPAL DE SENADOR GUIOMARD;UNIDADE BASICA DE SAUDE FRANCISCO LUIS DE FRANCA;12;120045;-9.888.544;-67.439.725
9099786;DE ANGELIS E DRACHENBERG CONSULTORIO MEDICO LTDA;CONSULTORIO DRA MARINA;12;120040;-996.076;-6.780.982
9058060;R O CAMPOS EIRELI ME;CENTRO DE SAUDE E DIAGNOSTICO DA FAMILIA;12;120060;-8.161;-70.766
9040625;JOSE EVERTON DO NASCIMENTO SANTIAGO;JOSE EVERTON DO NASCIMENTO SANTIAGO;12;120040;-996.094;-6.781.584
0085065;BRAGA NUNES SAUDE MENTAL LTDA;PSICOCLEAN;12;120040;-996.148;-6.781.358
0867373;LT SERVICO E SAUDE LTDA;CICATRIZE;12;120040;-996.119;-6.780.902
0986917;RONEIDO TEOFILO DE CARUALHO;RONEIDO TEOFILO DE CARUALHO;12;120040;-99.615.383;-678.159.844
0962465;CLINICA DO RIM ALTO ACRE LTDA;CLINICA DO RIM;12;120010;-11.008.951;-68.742.201
0970700;CLINICA DERMATOLOGICA MAEDA LTDA;MAEDA DERMATOLOGIA;12;120040;-9.970.549;-6.782.734
2858630;FERNANDO AMBROS RIBEIRO;FERNANDO AMBROS RIBEIRO;12;120040;-9.962.138;-67.816.177
3794210;INSTITUTO FLOS MEDICINA E SAUDE LTDA;INSTITUTO FLOS MEDICINA E SAUDE;12;120040;-9.945.954;-67.801.639
3800679;MEIGUE BACELAR DE CARVALHO;MEIGUE BACELAR DE CARVALHO;12;120040;-996.549;-6.781.759
3496708;MEDLAB RIO BRANCO LTDA;MEDLAB FILIAL NC;12;120040;-99.639.357;-678.122.185
3937690;MUNICIPIO DE XAPURI;ACADEMIA MUNICIPAL DE SAUDE;12;120070;-10.653.222.031.153.300;-6.850.473.403.930.660
6003710;MARIA VENILZA MENEZES CORREIA;MARIA VENILZA MENEZES CORREIA;12;120020;-763.800.856.743.086;-726.764.702.796.936
6007139;JOSE CONCEPCION DIAZ SANCHEZ;JOSE CONCEPCION DIAZ SANCHEZ;12;120020;-76.353.076.129.652.300;-7.267.441.034.317.010
2000741;MUNICIPIO DE RIO BRANCO;URAP ARY RODRIGUES;12;120040;-997.854;-6.780.470
9463208;MUNICIPIO DE RIO BRANCO;USF FRANCISCO CARNEIRO TIO CHICO;12;120040;-993.777;-6.779.419
9378308;SECRETARIA DE ESTADO DE SAUDE;UNIDADE DE SAUDE PRISIONAL QUINARI;12;120045;-10.151;-67.736
2837447;ANTONIO HERBERT LEITE MILITAO;ANTONIO HERBERT LEITE MILITAO;12;120040;-99.665.702;-678.172.052
2842408;OLIVEIRA E MARQUES LTDA;OLIVEIRA E MARQUES LTDA;12;120040;-9.971.677;-678.069.615
0970263;MUNICIPIO DE PLACIDO DE CASTRO;ACADEMIA DE SAUDE AYDER LIMA DA SILVA;12;120038;-10.328.137.851.450.200;-6.718.473.717.570.300
0994057;I SMANGOSZEVSKI EIRELI;UP ODONTOLOGIA;12;120040;-99.339.293;-678.176.782
0987530;4HEALTH SERVICOS MEDICOS LTDA;4HEALTH SERVICOS MEDICOS;12;120040;-99.807.275;-678.113.079
2838443;LUIZ GUSTAVO QUEIROZ MORAIS;LUIZ GUSTAVO QUEIROZ MORAIS;12;120040;-996.089;-6.780.974
9157824;NUBIA COSTA DANTAS DE CARLI;FISIOCENTER;12;120040;-996.280;-6.784.328
9958223;CLINICA DERMATOLOGICA MAEDA LTDA;VANESSA MAEDA DERMATOLOGIA;12;120040;-996.009;-6.781.425
9791280;MUNICIPIO DE PLACIDO DE CASTRO;ACADEMIA DE SAUDE LOURIVAL ALVES FILHO;12;120038;-103.217.213;-671.822.264
2003201;PREFEITURA MUNICIPAL DE RIO BRANCO;USF VITORIA III;12;120040;-9.975;-67.81
9890742;E D CAVALLERO EIRELI;E D CAVALLERO EIRELI;12;120040;-9.975;-67.81
9907416;SECRETARIA MUNICIPAL DE SAUDE;POSTO DE SAUDE PORTO MARQUES;12;120060;-8.161;-70.766
7547161;PREFEITURA MUNICIPAL DE RIO BRANCO;USF SOUZA ARAUJO ALBERT SAMPAIO;12;120040;-9.975;-67.81
0478997;PREFEITURA MUNICIPAL DE FEIJO;CENTRAL MUNICIPAL DE REDE DE FRIO DE FEIJO;12;120030;-816.532.754.830.994;-7.035.029.768.943.780
4098226;REVITALI ODONTOLOGIA LTDA;REVITALI ODONTOLOGIA;12;120040;-994.001;-6.781.414
5591228;DISTRITO SANITARIO ESPECIAL INDIGENA ALTO RIO PURUS;CASAI RIO BRANCO;12;120040;-996.681;-6.781.818
3952606;SAANET MULTI BENEFICIOS LTDA;SAANET DIAGNOSTICO;12;120040;-996.133;-6.781.355
7763638;PREFEITURA MUNICIPAL DE XAPURI;ADMINISTRACAO DE SETOR DE ENDEMIAS;12;120070;-106.501.157;-685.041.774
6064159;REGINA COELI DUARTE MORENO JARUDE;REGINA COELI DUARTE MORENO JARUDE;12;120040;-995.986;-6.781.497
6079172;VIDERE SERVICOS OFTALMOLOGICOS EIRELI;VIDERE CENTRO DE OFTALMOLOGIA ESPECIALIZADA;12;120040;-996.119;-6.781.441
6091741;LEONARDO JOSE RANGEL DIEL;CONSULTORIO DR LEONARDO DIEL;12;120040;-9.975;-67.81
6091822;MARIANELA VIRGINIA LOYOLA ORTIZ ESTREMADOYRO;MARIANELA VIRGINIA LOYOLA ORTIZ ESTREMADOYRO;12;120040;-995.988;-6.781.426
3595943;PREFEITURA MUNICIPAL DE PLACIDO DE CASTRO;U S F FRANCISCO DE CASTRO;12;120038;-10.064.191.893.696.400;-6.729.743.957.519.530
3591018;PREFEITURA MUNICIPAL DE MARECHAL THAUMATURGO;ESF RIBEIRINHA ROSENDO RODRIGUES;12;120035;-9.476.111.592.638.260;-7.273.717.403.411.860
9848959;GADELHA RATES E NERY LTDA;LUMUS SERVICOS EM PSICOLOGIA;12;120040;-997.214;-6.782.741
7561113;PREFEITURA MUNICIPAL DE CRUZEIRO DO SUL;UNIDADE BASICA DE SAUDE EUCLIDES QUEIROS FILHO;12;120020;-7.641.751.594.209.860;-7.266.683.578.491.210
7549660;SECRETARIA MUNICIPAL DE SAUDE;ACADEMIA INTERMEDIARIA DA SAUDE;12;120045;-101.517.888;-677.424.145
7564511;A L BENTO DA SILVA;CLINICA SORRISO POPULAR;12;120060;-8.313.233;-70.313.233
3382745;PREFEITURA MUNICIPAL DE ACRELANDIA;UNIDADE DE SAUDE DA FAMILIA CICERO BATISTA;12;120001;-9.811.699.162.086.700;-6.709.414.581.485.060
3393984;PRFEITURA MUNICIPAL DE ACRELANDIA;UNIDADE DE SAUDE DA FAMILIA RICARDO MONTEIRO ROLA;12;120001;-10.076.455.027.783.200;-670.461.608.777.056
5168430;PREEITURA MUNICIPAL DE BRASILEIA;MANOEL ARIDES BRITO DE MELO;12;120010;;
5216532;LINDINALVA RODRIGUES BORGES;LINDINALVA RODRIGUES BORGES;12;120020;-7.619.122.796.165.690;-726.829.719.543.457
5193621;EMANUELA FEITOSA NOBREGA;EMANUELA FEITOSA NOBREGA;12;120040;-9.961.425;-67.813.576
5195152;D S RANGEL;D S RANGEL;12;120040;-996.146;-6.781.368
5903416;ALONSO CASTRO DE CARVALHO;ALONSO CASTRO DE CARVALHO;12;120040;;
5202817;MARIA DAS GRACAS MACEDO DE ALMEIDA;MARIA DAS GRACAS MACEDO DE ALMEIDA;12;120040;-997.176;-6.780.862
5218543;MED LIFE;MED LIFE;12;120040;-995.906;-6.781.569
3505928;ANDREA FERNANDES MAGALHAES;ANDREA FERNANDES MAGALHAES;12;120040;;
3519953;PREFEITURA MUNICIPAL DE PLACIDO DE CASTRO;UNIDADE DE VIGILANCIA EM SAUDE;12;120038;-10.335.037.313.857.000;-6.718.420.743.942.260
5644267;O C DE AGUIAR NUNES EIRELI;DRA ODETTE CASTRO DE AGUIAR NUNES;12;120040;;
7515022;CONSULTORIOS ASSOCIADOS LTDA EPP;CHECKUP;12;120040;-995.866;-6.781.305
2002809;MUNICIPIO DE RIO BRANCO;USF ROSA MARIA;12;120040;-9.957.533.313.426.670;-6.785.445.392.131.800
2000822;SECRETARIA DE ESTADO DE SAUDE;UNIDADE MISTA ANA NERY;12;120038;-10.065.079.247.226.800;-672.983.193.397.522
2001020;SECRETARIA DE ESTADO DE SAUDE;UNIDADE MISTA DE SAUDE ANTONIO BALBINO RODRIGUES;12;120005;-109.427;-69.567
2002272;PREFEITURA MUNICIPAL DE MANCIO LIMA;UNIDADE S FAMILIA DR CERQUEIRA;12;120033;-7.625.481.949.628.480;-7.288.147.687.911.980
6577040;MARIANO FARIA SOCIEDADE SIMPLES;CLINICA CES;12;120040;-9.965.177;-67.817.432
3062422;CENTRO ESPECIALIZADO EM REABILITACAO LTDA;CER CENTRO ESPECIALIZADO EM REABILITACAO LTDA;12;120040;-996.497;-6.781.220
3066711;F M S BORGES;F M S BORGES;12;120040;-9.956.554;-67.815.182
3067459;LABORATORIO DE ANALISES CLINICAS RIO BRANCO LTDA;LABORATORIO RIO BRANCO;12;120040;-996.164;-6.781.538
6003486;LEAL LIMA LTDA;RESSOAR;12;120020;-7.634.456.915.110.480;-7.267.312.288.284.300
5786592;SECRETARIA DE ESTADO DE SAUDE;SECRETARIA DE ESTADO DE SAUDE;12;120040;-9.974.641.192.127.170;-6.780.766.010.284.420
9960988;GRUPO MEDICO LTDA;GRUPO MEDICO;12;120040;-996.719;-6.780.205
0499919;MUNICIPIO DE SANTA ROSA DO PURUS;UNIDADE BASICA DE SAUDE MANDUCA KULINA;12;120043;-9.447.135.666.967.290;-7.048.549.175.262.450
0272817;MUNICIPIO DE PORTO ACRE;CENTRAL MUNICIPAL DE REDE DE FRIOS CMRF;12;120080;-95.978.219;-675.414.059
5841275;JAFC CLINICA DE REABILITACAO LTDA;CLINICA ESPACO VITAL;12;120040;-996.276;-6.781.878
6398251;SATRAPA SILVA LTDA;CLINICA ARTROS;12;120040;-998.070.640;-6.781.040.668
6645097;SINDICATO DOS SERVIDORES MUNICIPAIS DE RIO BRANCO;UNIDADE DE SAUDE DA ASSEMURB CARLOS DE CASTRO;12;120040;-996.703;-6.783.385
0303445;KATIA FERNANDA CONSTANCIA FERRAO CAMPOS;KATIA FERNANDA CONSTANCIA FERRAO CAMPOS;12;120040;-996.232;-6.781.059
6422802;PREFEITURA MUNICIPAL DE PORTO ACRE;SECRETARIA MUNICIPAL DE SAUDE DE PORTO ACRE;12;120080;-9.593.535.273.136.460;-6.754.285.097.122.190
3315630;NELSON CESAR MARQUEZINI;NELSON CESAR MARQUEZINI;12;120040;-9.962.138;-67.816.177
3315665;LABATE E ROCHA LTDA;TRAUMATO ORTOPEDIA RIO BRANCO;12;120040;-99.617.241;-678.152.999
3321061;JOSE FRANCISCO DE SALLES;JOSE FRANCISCO DE SALLES;12;120040;-9.975;-67.81
6289312;DISTRITO SANITARIO ESPECIAL INDIGENA ALTO RIO PURUS;POLO BASE DE SANTA ROSA DO PURUS;12;120043;-9.443.304.481.705.010;-7.048.553.466.796.870
6963684;FONOCLIN LTDA;FONOCLIN;12;120020;-7.631.904.811.388.770;-7.266.460.418.701.170
3429059;K M OLIVEIRA LTDA;MAIS SAUDE DIAGNOSTICO;12;120020;-76.238.194;-726.725.653
0479977;EMPREENDIMENTOS PAGUE MENOS S A;FARMACIA PAGUE MENOS;12;120040;-996.406;-6.781.668
7724098;VANESSA HOLANDA DE SOUZA;VANESSA HOLANDA DE SOUZA;12;120040;-996.080;-6.781.208
5893372;JOSE RIBAMAR COSTA;JOSE RIBAMAR COSTA;12;120040;-996.253;-6.781.154
0256102;MEDSUL LTDA;CLINICA ACQUA;12;120020;-7.623.333.884.942.910;-7.268.237.113.952.630
0479918;EMPREENDIMENTOS PAGUE MENOS S A;FARMACIA PAGUE MENOS;12;120040;-997.323;-6.780.842
0492051;J E S MELO JUNIOR SERVICOS MEDICOS LTDA;SJ SERVICOS MEDICOS;12;120040;-9.961.906;-67.816.528
0282235;CENTRAL MUNICIPAL DE REDE DE FRIO;CENTRAL MUNICIPAL DE REDE DE FRIO;12;120001;-10.078.668.652.130.200;-6.705.549.786.516.450
9943323;F MARTINS CHAVES LTDA;RH HUMANAMENTE;12;120040;-9.975;-67.81
9885374;AFMS CLINICA MEDICA SOCIEDADE SIMPLES;AFMS CLINICA MEDICA SOCIEDADE SIMPLES;12;120040;-996.643;-6.781.931
7965222;CLINICA MEDICA E FISIOTERAPIA ALBUQUERQUE EIRELI ME;MED CLINICA;12;120050;-906.210.314.209.127;-6.865.604.281.425.470
6415466;RADIOCIN CLINICA ODONTOLOGICA LTDA;RADIOCIN;12;120040;-9.968.153.195.552.790;-6.781.263.828.277.580
6416713;CLINICA INTEGRADA PREVENCAO E REABILITACAO ORAL;CINPRO;12;120040;-995.964;-6.781.364
5149487;CLINICA DE FISIOTERAPIA ORTHOS LTDA;ORTHOS FISIOTERAPIA;12;120040;-9.975;-67.81
6328164;ESF CLINICAS INTEGRADAS LTDA;KLINSELF CLINICAS INTEGRADAS;12;120040;-9.975;-67.81
2001616;SECRETARIA MUNICIPAL DE SAUDE;POSTO DE SAUDE ADALBERTO ARAGAO;12;120040;;
2001713;PREFEITURA MUNICIPAL DE RIO BRANCO;USF DEUSIMAR PINHEIRO DA SILVA;12;120040;-994.463;-6.781.718
6983154;CESTRAN SERVICOS MEDICOS SOCIEDADE SIMPLES;CESTRAN;12;120040;-996.700;-6.782.977
6997368;LEILA FERREIRA FROTA;LEILA FERREIRA FROTA;12;120040;-997.650;-6.780.843
6997406;CENTRO ODONTOLOGICO SORRIDENT LTDA;SORRIDENTE;12;120040;-9.975;-67.81
3110885;MR DE MAGALHAES JUNIOR ME;RADIMAGEM DIAGNOSTICO POR IMAGEM;12;120040;;
6002609;JORGE LUIS RUIZ SALDANA;JORGE LUIS RUIZ SALDANA;12;120020;-7.634.116.635.494.530;-7.266.707.181.930.540
9882138;FUNDACAO PIO XII;HOSPITAL DE AMOR RIO BRANCO;12;120040;-10.012.000;-67.807.000
9953019;CLINICA OFTALMOLOGICO SOUZA LIMA LTDA;CLINICA OFTALMOLOGICO SOUZA LIMA;12;120040;-996.075;-6.780.993
0110418;SECRETARIA DE ESTADO DE SAUDE;DIVISAO DE IMUNIZACAO E REDE DE FRIO;12;120040;-9.953.590;-67.818.941
3152340;JUDITH WEIRICH ME;CLINICA DE MEDICINA TROPICAL DO ACRE;12;120040;-9.958.790;-67.816.929
6908683;HEMOCARDIO CENTRO HEMODINAMICO E CARDIOLOGICO S S LTDA;HEMOCARDIO;12;120040;-9.955.795;-67.815.000
6910335;PREFEITURA MUNICIPAL DE RIO BRANCO;CAD IMAGEM;12;120040;-998.732;-6.781.672
7520018;PREFEITURA MUNICIPAL DE ASSIS BRASIL;LABORATORIO DE ANALISE CLINICAS;12;120005;-10.937.161;-69.553.400
7540868;SECRETARIA DE ESTADO DE SAUDE;UPA DA CIDADE DO POVO DR EDILBERTO PARIGOT DE SOUZA FILHO;12;120040;-1.002.518;-6.775.294
5628539;MARGARETH ZEQUE DE MELO;MARGARETH ZEQUE DE MELO;12;120040;-996.594;-6.781.226
7530293;MEDSAFE MEDICINA ESPECIALIZADA LTDA;MEDSAFE;12;120040;-996.394;-6.781.015
7531400;INSTITUTO DE ANESTESIA DE RIO BRANCO SOCIEDADE SIMPLES;INSTITUTO DE ANESTESIA DE RIO BRANCO;12;120040;-9.962.294;-67.810.577
7532288;ANA SOFIA ALVES E GOMES VASCONCELLOS;CONSULTORIO ODONTOLOGICO DRA ANA SOFIA VASCONCELLOS;12;120040;-997.195;-6.783.444
